서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
79548,40368,32631,48073,13820,19933,8883,4905,134741,19611,22759,27979,22494,28386,30810,43013,43117
