LIST_ENTRPS,LIST_REGION,HIGH_VOLTAGE
벤츠,서울특별시,0
벤츠,부산광역시,0
벤츠,서울특별시,0
벤츠,강원특별자치도,0
벤츠,서울특별시,0
벤츠,경기도,0
벤츠,경기도,0
벤츠,광주광역시,0
벤츠,경기도,0
벤츠,전북특별자치도,0
벤츠,부산광역시,0
벤츠,서울특별시,0
벤츠,부산광역시,0
벤츠,경기도,0
벤츠,부산광역시,0
벤츠,경기도,0
벤츠,서울특별시,0
벤츠,대구광역시,0
벤츠,대구광역시,0
벤츠,대구광역시,0
벤츠,대구광역시,0
벤츠,대전광역시,0
벤츠,대전광역시,0
벤츠,서울특별시,0
벤츠,서울특별시,0
벤츠,서울특별시,0
벤츠,경기도,0
벤츠,경상남도,0
벤츠,전라남도,0
벤츠,서울특별시,0
벤츠,부산광역시,0
벤츠,경기도,0
벤츠,인천광역시,0
벤츠,경기도,0
벤츠,경기도,0
벤츠,서울특별시,0
벤츠,서울특별시,0
벤츠,경기도,0
벤츠,서울특별시,0
벤츠,서울특별시,0
벤츠,서울특별시,0
벤츠,서울특별시,0
벤츠,경기도,0
벤츠,경기도,0
벤츠,전라남도,0
벤츠,서울특별시,0
벤츠,경기도,0
벤츠,경기도,0
벤츠,서울특별시,0
벤츠,서울특별시,1
벤츠,서울특별시,0
벤츠,경기도,0
벤츠,울산광역시,0
벤츠,강원특별자치도,0
벤츠,서울특별시,0
벤츠,경기도,0
벤츠,인천광역시,0
벤츠,경기도,0
벤츠,전북특별자치도,0
벤츠,제주특별자치도,0
벤츠,제주특별자치도,0
벤츠,경기도,0
벤츠,서울특별시,0
벤츠,경상남도,0
벤츠,경상남도,0
벤츠,충청남도,0
벤츠,충청북도,0
벤츠,강원특별자치도,0
벤츠,경기도,0
벤츠,경상북도,0
벤츠,경기도,0
벤츠,서울특별시,0
벤츠,부산광역시,0
벤츠,광주광역시,0
벤츠,대구광역시,0
