LIST_ENTRPS,LIST_REGION,high_voltage
아우디,경기도,0
아우디,광주광역시,0
아우디,부산광역시,1
아우디,서울특별시,1
아우디,대구광역시,0
아우디,대구광역시,1
아우디,대전광역시,0
아우디,경기도,1
아우디,전라남도,1
아우디,부산광역시,1
아우디,경기도,0
아우디,부산광역시,0
아우디,대구광역시,1
아우디,서울특별시,0
아우디,서울특별시,1
아우디,서울특별시,1
아우디,서울특별시,1
아우디,서울특별시,1
아우디,서울특별시,0
아우디,서울특별시,1
아우디,경기도,0
아우디,전라남도,1
아우디,경기도,1
아우디,경상남도,0
아우디,울산광역시,1
아우디,강원특별자치도,0
아우디,인천광역시,0
아우디,경기도,0
아우디,전북특별자치도,0
아우디,제주특별자치도,1
아우디,경상남도,1
아우디,경상남도,1
아우디,충청남도,1
아우디,경상북도,1
