,LIST_ENTRPS,LIST_REGION,LIST_REPAIR_RANGE,high_voltage
46,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
47,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
48,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
49,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
50,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
51,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
52,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
53,현대,경상남도,모든수리,0
54,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
55,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
56,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
57,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
58,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
59,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
60,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
61,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
62,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
63,현대,경기도,모든수리,0
64,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
65,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
66,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
67,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
68,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
69,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
70,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
71,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
72,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
73,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
74,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
75,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
76,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
77,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
78,현대,충청북도,모든수리,0
79,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
80,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
81,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
82,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
83,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
84,현대,대전광역시,고전압배터리 제외 전 작업 수리 가능,1
85,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
86,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
87,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
88,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
89,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
90,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
91,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
92,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
93,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
94,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
95,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
96,현대,대전광역시,고전압배터리 제외 전 작업 수리 가능,1
97,현대,경상남도,모든수리,0
98,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
99,현대,경상남도,모든수리,0
100,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
101,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
102,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
103,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
104,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
105,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
106,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
107,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
108,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
109,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
110,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
111,현대,제주특별자치도,고전압배터리 제외 전 작업 수리 가능,1
112,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
113,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
114,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
115,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
116,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
117,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
118,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
119,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
120,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
121,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
122,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
123,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
124,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
125,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
126,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
127,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
128,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
129,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
130,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
131,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
132,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
133,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
134,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
135,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
136,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
137,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
138,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
139,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
140,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
141,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
142,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
143,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
144,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
145,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
146,현대,강원특별자치도,모든수리,0
147,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
148,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
149,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
150,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
151,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
152,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
153,현대,제주특별자치도,모든수리,0
154,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
155,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
156,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
157,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
158,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
159,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
160,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
161,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
162,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
163,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
164,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
165,현대,경상남도,모든수리,0
166,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
167,현대,경상남도,모든수리,0
168,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
169,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
170,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
171,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
172,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
173,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
174,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
175,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
176,현대,경상북도,모든수리,0
177,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
178,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
179,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
180,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
181,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
182,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
183,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
184,현대,대구광역시,모든수리,0
185,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
186,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
187,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
188,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
189,현대,경기도,모든수리,0
190,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
191,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
192,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
193,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
194,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
195,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
196,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
197,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
198,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
199,현대,경기도,모든수리,0
200,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
201,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
202,현대,충청북도,모든수리,0
203,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
204,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
205,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
206,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
207,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
208,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
209,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
210,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
211,현대,대전광역시,고전압배터리 제외 전 작업 수리 가능,1
212,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
213,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
214,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
215,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
216,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
217,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
218,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
219,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
220,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
221,현대,광주광역시,모든수리,0
222,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
223,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
224,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
225,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
226,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
227,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
228,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
229,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
230,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
231,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
232,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
233,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
234,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
235,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
236,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
237,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
238,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
239,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
240,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
241,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
242,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
243,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
244,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
245,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
246,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
247,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
248,현대,전북특별자치도,모든수리,0
249,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
250,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
251,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
252,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
253,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
254,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
255,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
256,현대,경상남도,모든수리,0
257,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
258,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
259,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
260,현대,부산광역시,모든수리,0
261,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
262,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
263,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
264,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
265,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
266,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
267,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
268,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
269,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
270,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
271,현대,전라남도,모든수리,0
272,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
273,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
274,현대,서울특별시,모든수리,0
275,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
276,현대,대구광역시,모든수리,0
277,현대,대전광역시,모든수리,0
278,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
279,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
280,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
281,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
282,현대,서울특별시,모든수리,0
283,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
284,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
285,현대,강원특별자치도,모든수리,0
286,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
287,현대,경기도,모든수리,0
288,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
289,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
290,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
291,현대,강원특별자치도,모든수리,0
292,현대,전북특별자치도,모든수리,0
293,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
294,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
295,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
296,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
297,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
298,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
299,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
300,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
301,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
302,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
303,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
304,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
305,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
306,현대,충청남도,모든수리,0
307,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
308,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
309,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
310,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
311,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
312,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
313,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
314,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
315,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
316,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
317,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
318,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
319,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
320,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
321,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
322,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
323,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
324,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
325,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
326,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
327,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
328,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
329,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
330,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
331,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
332,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
333,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
334,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
335,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
336,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
337,현대,대구광역시,모든수리,0
338,현대,대전광역시,고전압배터리 제외 전 작업 수리 가능,1
339,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
340,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
341,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
342,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
343,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
344,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
345,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
346,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
347,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
348,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
349,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
350,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
351,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
352,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
353,현대,경상북도,모든수리,0
354,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
355,현대,대전광역시,모든수리,0
356,현대,제주특별자치도,고전압배터리 제외 전 작업 수리 가능,1
357,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
358,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
359,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
360,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
361,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
362,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
363,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
364,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
365,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
366,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
367,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
368,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
369,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
370,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
371,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
372,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
373,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
374,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
375,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
376,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
377,현대,대전광역시,고전압배터리 제외 전 작업 수리 가능,1
378,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
379,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
380,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
381,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
382,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
383,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
384,현대,전라남도,모든수리,0
385,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
386,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
387,현대,전북특별자치도,모든수리,0
388,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
389,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
390,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
391,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
392,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
393,현대,대전광역시,고전압배터리 제외 전 작업 수리 가능,1
394,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
395,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
396,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
397,현대,서울특별시,모든수리,0
398,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
399,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
400,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
401,현대,서울특별시,모든수리,0
402,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
403,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
404,현대,경기도,모든수리,0
405,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
406,현대,강원특별자치도,모든수리,0
407,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
408,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
409,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
410,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
411,현대,전북특별자치도,모든수리,0
412,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
413,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
414,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
415,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
416,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
417,현대,경기도,모든수리,0
418,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
419,현대,제주특별자치도,고전압배터리 제외 전 작업 수리 가능,1
420,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
421,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
422,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
423,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
424,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
425,현대,대전광역시,고전압배터리 제외 전 작업 수리 가능,1
426,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
427,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
428,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
429,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
430,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
431,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
432,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
433,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
434,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
435,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
436,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
437,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
438,현대,경기도,모든수리,0
439,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
