,LIST_ENTRPS,LIST_REGION,LIST_REPAIR_RANGE,high_voltage
440,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
441,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
442,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
443,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
444,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
445,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
446,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
447,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
448,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
449,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
450,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
451,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
452,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
453,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
454,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
455,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
456,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
457,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
458,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
459,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
460,현대,대전광역시,고전압배터리 제외 전 작업 수리 가능,1
461,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
462,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
463,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
464,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
465,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
466,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
467,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
468,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
469,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
470,현대,경기도,모든수리,0
471,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
472,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
473,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
474,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
475,현대,대전광역시,고전압배터리 제외 전 작업 수리 가능,1
476,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
477,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
478,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
479,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
480,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
481,현대,인천광역시,모든수리,0
482,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
483,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
484,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
485,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
486,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
487,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
488,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
489,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
490,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
491,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
492,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
493,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
494,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
495,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
496,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
497,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
498,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
499,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
500,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
501,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
502,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
503,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
504,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
505,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
506,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
507,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
508,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
509,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
510,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
511,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
512,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
513,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
514,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
515,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
516,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
517,현대,충청남도,모든수리,0
518,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
519,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
520,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
521,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
522,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
523,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
524,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
525,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
526,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
527,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
528,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
529,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
530,현대,대전광역시,고전압배터리 제외 전 작업 수리 가능,1
531,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
532,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
533,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
534,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
535,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
536,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
537,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
538,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
539,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
540,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
541,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
542,현대,부산광역시,모든수리,0
543,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
544,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
545,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
546,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
547,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
548,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
549,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
550,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
551,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
552,현대,경기도,모든수리,0
553,현대,서울특별시,모든수리,0
554,현대,광주광역시,모든수리,0
555,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
556,현대,세종특별자치시,고전압배터리 제외 전 작업 수리 가능,1
557,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
558,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
559,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
560,현대,충청남도,모든수리,0
561,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
562,현대,경상북도,모든수리,0
563,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
564,현대,경기도,모든수리,0
565,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
566,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
567,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
568,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
569,현대,광주광역시,모든수리,0
570,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
571,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
572,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
573,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
574,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
575,현대,부산광역시,모든수리,0
576,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
577,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
578,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
579,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
580,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
581,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
582,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
583,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
584,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
585,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
586,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
587,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
588,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
589,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
590,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
591,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
592,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
593,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
594,현대,경기도,모든수리,0
595,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
596,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
597,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
598,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
599,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
600,현대,제주특별자치도,고전압배터리 제외 전 작업 수리 가능,1
601,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
602,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
603,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
604,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
605,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
606,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
607,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
608,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
609,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
610,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
611,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
612,현대,대전광역시,고전압배터리 제외 전 작업 수리 가능,1
613,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
614,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
615,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
616,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
617,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
618,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
619,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
620,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
621,현대,경상북도,모든수리,0
622,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
623,현대,제주특별자치도,모든수리,0
624,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
625,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
626,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
627,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
628,현대,대구광역시,모든수리,0
629,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
630,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
631,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
632,현대,경상남도,모든수리,0
633,현대,전북특별자치도,모든수리,0
634,현대,광주광역시,모든수리,0
635,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
636,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
637,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
638,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
639,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
640,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
641,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
642,현대,강원특별자치도,모든수리,0
643,현대,경기도,모든수리,0
644,현대,전북특별자치도,모든수리,0
645,현대,전북특별자치도,모든수리,0
646,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
647,현대,세종특별자치시,고전압배터리 제외 전 작업 수리 가능,1
648,현대,충청남도,모든수리,0
649,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
650,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
651,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
652,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
653,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
654,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
655,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
656,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
657,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
658,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
659,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
660,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
661,현대,서울특별시,모든수리,0
662,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
663,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
664,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
665,현대,울산광역시,모든수리,0
666,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
667,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
668,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
669,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
670,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
671,현대,경기도,모든수리,0
672,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
673,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
674,현대,제주특별자치도,고전압배터리 제외 전 작업 수리 가능,1
675,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
676,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
677,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
678,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
679,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
680,현대,세종특별자치시,고전압배터리 제외 전 작업 수리 가능,1
681,현대,세종특별자치시,고전압배터리 제외 전 작업 수리 가능,1
682,현대,세종특별자치시,모든수리,0
683,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
684,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
685,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
686,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
687,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
688,현대,경상북도,모든수리,0
689,현대,인천광역시,모든수리,0
690,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
691,현대,충청남도,모든수리,0
692,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
693,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
694,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
695,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
696,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
697,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
698,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
699,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
700,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
701,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
702,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
703,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
704,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
705,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
706,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
707,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
708,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
709,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
710,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
711,현대,경기도,모든수리,0
712,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
713,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
714,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
715,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
716,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
717,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
718,현대,전라남도,모든수리,0
719,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
720,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
721,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
722,현대,경기도,모든수리,0
723,현대,경기도,모든수리,0
724,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
725,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
726,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
727,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
728,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
729,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
730,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
731,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
732,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
733,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
734,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
735,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
736,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
737,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
738,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
739,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
740,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
741,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
742,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
743,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
744,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
745,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
746,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
747,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
748,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
749,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
750,현대,대구광역시,고전압배터리 제외 전 작업 수리 가능,1
751,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
752,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
753,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
754,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
755,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
756,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
757,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
758,현대,광주광역시,고전압배터리 제외 전 작업 수리 가능,1
759,현대,제주특별자치도,고전압배터리 제외 전 작업 수리 가능,1
760,현대,제주특별자치도,고전압배터리 제외 전 작업 수리 가능,1
761,현대,충청남도,모든수리,0
762,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
763,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
764,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
765,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
766,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
767,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
768,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
769,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
770,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
771,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
772,현대,대전광역시,고전압배터리 제외 전 작업 수리 가능,1
773,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
774,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
775,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
776,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
777,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
778,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
779,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
780,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
781,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
782,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
783,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
784,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
785,현대,강원특별자치도,고전압배터리 제외 전 작업 수리 가능,1
786,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
787,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
788,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
789,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
790,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
791,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
792,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
793,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
794,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
795,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
796,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
797,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
798,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
799,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
800,현대,울산광역시,모든수리,0
801,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
802,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
803,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
804,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
805,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
806,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
807,현대,제주특별자치도,고전압배터리 제외 전 작업 수리 가능,1
808,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
809,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
810,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
811,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
812,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
813,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
814,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
815,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
816,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
817,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
818,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
819,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
820,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
821,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
822,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
823,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
824,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
825,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
826,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
827,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
828,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
829,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
830,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
831,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
832,현대,경상북도,모든수리,0
833,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
834,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
835,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
836,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
837,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
838,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
839,현대,충청남도,모든수리,0
840,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
841,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
842,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
843,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
844,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
845,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
846,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
847,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
848,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
849,현대,충청북도,모든수리,0
850,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
851,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
852,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
853,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
854,현대,인천광역시,고전압배터리 제외 전 작업 수리 가능,1
855,현대,경기도,모든수리,0
856,현대,경기도,고전압배터리 제외 전 작업 수리 가능,1
857,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
858,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
859,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
860,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
861,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
862,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
863,현대,경기도,모든수리,0
864,현대,충청북도,고전압배터리 제외 전 작업 수리 가능,1
865,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
866,현대,경상남도,고전압배터리 제외 전 작업 수리 가능,1
867,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
868,현대,서울특별시,고전압배터리 제외 전 작업 수리 가능,1
869,현대,울산광역시,고전압배터리 제외 전 작업 수리 가능,1
870,현대,부산광역시,고전압배터리 제외 전 작업 수리 가능,1
871,현대,충청남도,고전압배터리 제외 전 작업 수리 가능,1
872,현대,전라남도,고전압배터리 제외 전 작업 수리 가능,1
873,현대,서울특별시,모든수리,0
874,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
875,현대,제주특별자치도,모든수리,0
876,현대,경상북도,고전압배터리 제외 전 작업 수리 가능,1
877,현대,전북특별자치도,고전압배터리 제외 전 작업 수리 가능,1
